"","subid","trial.num","item","item1","item2","word.type","image.type","choice.side","response","rt","date","time","gender","age","language"
"379","11",22,"apple.pear","apple","pear","and","or/noun","left","or",1645,"11/18/2015","13:26","M","25","English"
"380","11",23,"necklace.dress","dress","necklace","and","and/or","left","and",2842,"11/18/2015","13:27","M","25","English"
"381","11",24,"chicken.duck","chicken","duck","noun","or/noun","right","noun",2558,"11/18/2015","13:27","M","25","English"
"382","11",25,"butterfly.bee","butterfly","bee","and","or/noun","left","or",1271,"11/18/2015","13:27","M","25","English"
"383","11",26,"sock.shoe","sock","shoe","noun","and/or","right","or",1706,"11/18/2015","13:27","M","25","English"
"384","11",27,"present.party_hat","party_hat","present","or","and/or","right","or",563,"11/18/2015","13:27","M","25","English"
"385","11",28,"clock.lamp","clock","lamp","or","and/or","left","and",317,"11/18/2015","13:27","M","25","English"
"386","11",29,"car.bus","bus","car","noun","or/noun","right","noun",91,"11/18/2015","13:27","M","25","English"
"387","11",30,"pencil.crayon","crayon","pencil","and","or/noun","right","noun",93,"11/18/2015","13:27","M","25","English"
"388","11",31,"pig.goat","goat","pig","and","and/or","right","or",223,"11/18/2015","13:27","M","25","English"
"389","11",32,"tree.flower","flower","tree","noun","and/or","left","and",362,"11/18/2015","13:27","M","25","English"
"390","11",33,"horse.cow","horse","cow","and","and/or","right","or",138,"11/18/2015","13:27","M","25","English"
"391","11",34,"bear.sheep","sheep","bear","or","and/noun","right","noun",290,"11/18/2015","13:27","M","25","English"
"392","11",35,"cupcake.popsicle","cupcake","popsicle","and","and/or","left","and",220,"11/18/2015","13:27","M","25","English"
"393","11",36,"plate.fork","fork","plate","noun","or/noun","right","noun",113,"11/18/2015","13:27","M","25","English"
"394","12",1,"scissors.paintbrush","scissors","paintbrush","and","and/or","left","and",10997,"11/18/2015","10:48","F","35","English"
"395","12",2,"necklace.dress","dress","necklace","or","and/noun","right","noun",11651,"11/18/2015","10:48","F","35","English"
"396","12",3,"present.party_hat","party_hat","present","and","and/or","left","and",7480,"11/18/2015","10:48","F","35","English"
"397","12",4,"cookie.pretzel","cookie","pretzel","or","or/noun","left","or",7339,"11/18/2015","10:48","F","35","English"
"398","12",5,"pig.goat","goat","pig","or","or/noun","left","or",3350,"11/18/2015","10:48","F","35","English"
"399","12",6,"frog.turtle","turtle","frog","noun","and/noun","right","noun",4510,"11/18/2015","10:48","F","35","English"
"400","12",7,"purse.watch","watch","purse","and","and/or","left","and",3942,"11/18/2015","10:49","F","35","English"
"401","12",8,"table.chair","table","chair","or","and/or","right","or",3778,"11/18/2015","10:49","F","35","English"
"402","12",9,"clock.lamp","lamp","clock","and","and/or","left","and",3500,"11/18/2015","10:49","F","35","English"
"403","12",10,"plate.fork","plate","fork","and","and/noun","left","and",3599,"11/18/2015","10:49","F","35","English"
"404","12",11,"drum.guitar","drum","guitar","noun","or/noun","right","noun",2941,"11/18/2015","10:49","F","35","English"
"405","12",12,"comb.toothbrush","comb","toothbrush","noun","and/noun","right","noun",2420,"11/18/2015","10:49","F","35","English"
"406","12",13,"car.bus","bus","car","and","or/noun","left","or",3711,"11/18/2015","10:49","F","35","English"
"407","12",14,"cake.donut","cake","donut","noun","and/or","left","and",4823,"11/18/2015","10:49","F","35","English"
"408","12",15,"apple.pear","pear","apple","noun","and/or","left","and",2518,"11/18/2015","10:49","F","35","English"
"409","12",16,"bear.sheep","bear","sheep","and","or/noun","left","or",2851,"11/18/2015","10:49","F","35","English"
"410","12",17,"dog.cat","cat","dog","noun","and/noun","right","noun",3069,"11/18/2015","10:49","F","35","English"
"411","12",18,"banana.orange","banana","orange","or","and/or","right","or",3374,"11/18/2015","10:49","F","35","English"
"412","12",19,"sock.shoe","shoe","sock","or","and/or","right","or",2659,"11/18/2015","10:49","F","35","English"
"413","12",20,"horse.cow","horse","cow","noun","and/or","left","and",3070,"11/18/2015","10:49","F","35","English"
"414","12",21,"plane.boat","boat","plane","noun","and/noun","right","noun",2458,"11/18/2015","10:50","F","35","English"
"415","12",22,"shorts.shirt","shirt","shorts","and","or/noun","left","or",3024,"11/18/2015","10:50","F","35","English"
"416","12",23,"hat.mitten","mitten","hat","noun","or/noun","right","noun",2390,"11/18/2015","10:50","F","35","English"
"417","12",24,"giraffe.elephant","giraffe","elephant","noun","and/or","left","and",2119,"11/18/2015","10:50","F","35","English"
"418","12",25,"chicken.duck","duck","chicken","or","and/noun","left","and",2260,"11/18/2015","10:50","F","35","English"
"419","12",26,"cupcake.popsicle","cupcake","popsicle","and","and/noun","left","and",3876,"11/18/2015","10:50","F","35","English"
"420","12",27,"pencil.crayon","crayon","pencil","or","and/noun","right","noun",2954,"11/18/2015","10:50","F","35","English"
"421","12",28,"house.barn","barn","house","or","and/noun","right","noun",3740,"11/18/2015","10:50","F","35","English"
"422","12",29,"tiger.lion","tiger","lion","and","or/noun","left","or",2783,"11/18/2015","10:50","F","35","English"
"423","12",30,"penguin.fish","penguin","fish","or","or/noun","left","or",3130,"11/18/2015","10:50","F","35","English"
"424","12",31,"cup.spoon","cup","spoon","and","and/noun","left","and",1956,"11/18/2015","10:50","F","35","English"
"425","12",32,"train.firetruck","firetruck","train","and","and/noun","left","and",2162,"11/18/2015","10:50","F","35","English"
"426","12",33,"carrot.strawberry","carrot","strawberry","noun","or/noun","right","noun",1937,"11/18/2015","10:50","F","35","English"
"427","12",34,"butterfly.bee","bee","butterfly","noun","or/noun","right","noun",1722,"11/18/2015","10:50","F","35","English"
"428","12",35,"bird.monkey","bird","monkey","or","or/noun","left","or",3087,"11/18/2015","10:50","F","35","English"
"429","12",36,"tree.flower","flower","tree","or","and/or","right","or",2686,"11/18/2015","10:50","F","35","English"
"430","13",1,"cookie.pretzel","cookie","pretzel","and","or/noun","left","or",17764,"11/18/2015","13:26","M","55","English"
"431","13",2,"cake.donut","donut","cake","and","or/noun","left","or",7122,"11/18/2015","13:26","M","55","English"
"432","13",3,"sock.shoe","shoe","sock","and","and/or","right","or",32125,"11/18/2015","13:26","M","55","English"
"433","13",4,"scissors.paintbrush","scissors","paintbrush","or","or/noun","right","noun",43430,"11/18/2015","13:27","M","55","English"
"434","13",5,"plate.fork","plate","fork","or","and/noun","right","noun",7655,"11/18/2015","13:27","M","55","English"
"435","13",6,"drum.guitar","guitar","drum","or","and/or","right","or",6686,"11/18/2015","13:27","M","55","English"
"436","13",7,"penguin.fish","fish","penguin","and","and/noun","left","and",4648,"11/18/2015","13:28","M","55","English"
"437","13",8,"pencil.crayon","crayon","pencil","noun","and/noun","right","noun",4646,"11/18/2015","13:28","M","55","English"
"438","13",9,"table.chair","table","chair","or","and/noun","right","noun",4173,"11/18/2015","13:28","M","55","English"
"439","13",10,"frog.turtle","frog","turtle","noun","and/noun","right","noun",5159,"11/18/2015","13:28","M","55","English"
"440","13",11,"chicken.duck","chicken","duck","and","or/noun","left","or",5003,"11/18/2015","13:28","M","55","English"
"441","13",12,"pig.goat","pig","goat","or","and/or","right","or",7649,"11/18/2015","13:28","M","55","English"
"442","13",13,"horse.cow","horse","cow","and","and/noun","left","and",3589,"11/18/2015","13:28","M","55","English"
"443","13",14,"purse.watch","watch","purse","noun","and/or","right","or",5946,"11/18/2015","13:28","M","55","English"
"444","13",15,"house.barn","barn","house","noun","and/or","right","or",7006,"11/18/2015","13:28","M","55","English"
"445","13",16,"necklace.dress","dress","necklace","noun","and/or","right","or",9008,"11/18/2015","13:29","M","55","English"
"446","13",17,"bird.monkey","bird","monkey","and","or/noun","left","or",7793,"11/18/2015","13:29","M","55","English"
"447","13",18,"dog.cat","dog","cat","or","or/noun","right","noun",13517,"11/18/2015","13:29","M","55","English"
"448","13",19,"present.party_hat","present","party_hat","noun","and/or","right","or",6515,"11/18/2015","13:29","M","55","English"
"449","13",20,"comb.toothbrush","toothbrush","comb","noun","or/noun","right","noun",11081,"11/18/2015","13:29","M","55","English"
"450","13",21,"butterfly.bee","bee","butterfly","noun","and/noun","right","noun",4534,"11/18/2015","13:29","M","55","English"
"451","13",22,"cupcake.popsicle","cupcake","popsicle","or","and/or","right","or",14157,"11/18/2015","13:30","M","55","English"
"452","13",23,"clock.lamp","lamp","clock","and","and/or","left","and",14435,"11/18/2015","13:30","M","55","English"
"453","13",24,"cup.spoon","spoon","cup","and","and/noun","left","and",7096,"11/18/2015","13:30","M","55","English"
"454","13",25,"bear.sheep","sheep","bear","or","or/noun","left","or",8562,"11/18/2015","13:30","M","55","English"
"455","13",26,"banana.orange","banana","orange","or","or/noun","left","or",4778,"11/18/2015","13:30","M","55","English"
"456","13",27,"hat.mitten","mitten","hat","and","and/noun","left","and",6403,"11/18/2015","13:30","M","55","English"
"457","13",28,"tiger.lion","lion","tiger","or","and/noun","right","noun",10865,"11/18/2015","13:31","M","55","English"
"458","13",29,"train.firetruck","firetruck","train","noun","or/noun","right","noun",6858,"11/18/2015","13:31","M","55","English"
"459","13",30,"car.bus","bus","car","and","and/or","left","and",4666,"11/18/2015","13:31","M","55","English"
"460","13",31,"shorts.shirt","shirt","shorts","and","and/or","left","and",6423,"11/18/2015","13:31","M","55","English"
"461","13",32,"giraffe.elephant","giraffe","elephant","noun","or/noun","right","noun",7360,"11/18/2015","13:31","M","55","English"
"462","13",33,"carrot.strawberry","carrot","strawberry","noun","or/noun","right","noun",5296,"11/18/2015","13:31","M","55","English"
"463","13",34,"apple.pear","apple","pear","or","and/noun","right","noun",9816,"11/18/2015","13:31","M","55","English"
"464","13",35,"tree.flower","flower","tree","noun","and/noun","right","noun",11313,"11/18/2015","13:32","M","55","English"
"465","13",36,"plane.boat","boat","plane","or","and/or","right","or",5439,"11/18/2015","13:32","M","55","English"
"466","14",1,"purse.watch","purse","watch","or","or/noun","right","noun",12346,"11/18/2015","13:18","M","45","English"
"467","14",2,"horse.cow","cow","horse","and","or/noun","left","or",5756,"11/18/2015","13:18","M","45","English"
"468","14",3,"apple.pear","pear","apple","and","or/noun","left","or",2072,"11/18/2015","13:18","M","45","English"
"469","14",4,"cookie.pretzel","pretzel","cookie","noun","and/noun","right","noun",2657,"11/18/2015","13:18","M","45","English"
"470","14",5,"hat.mitten","hat","mitten","noun","and/or","left","and",6890,"11/18/2015","13:18","M","45","English"
"471","14",6,"pig.goat","pig","goat","and","and/noun","left","and",4319,"11/18/2015","13:18","M","45","English"
"472","14",7,"sock.shoe","sock","shoe","or","and/noun","left","and",6875,"11/18/2015","13:18","M","45","English"
"473","14",8,"pencil.crayon","pencil","crayon","and","and/or","left","and",2422,"11/18/2015","13:18","M","45","English"
"474","14",9,"table.chair","table","chair","noun","and/noun","right","noun",3270,"11/18/2015","13:18","M","45","English"
"475","14",10,"banana.orange","banana","orange","or","or/noun","left","or",4088,"11/18/2015","13:18","M","45","English"
"476","14",11,"butterfly.bee","bee","butterfly","or","or/noun","left","or",1996,"11/18/2015","13:18","M","45","English"
"477","14",12,"cup.spoon","cup","spoon","and","and/noun","left","and",3167,"11/18/2015","13:18","M","45","English"
"478","14",13,"tree.flower","flower","tree","noun","and/noun","right","noun",3878,"11/18/2015","13:19","M","45","English"
"479","14",14,"bird.monkey","bird","monkey","and","and/noun","left","and",4086,"11/18/2015","13:19","M","45","English"
"480","14",15,"plane.boat","boat","plane","and","and/noun","left","and",1917,"11/18/2015","13:19","M","45","English"
"481","14",16,"train.firetruck","train","firetruck","or","and/or","right","or",2969,"11/18/2015","13:19","M","45","English"
"482","14",17,"giraffe.elephant","elephant","giraffe","or","and/noun","left","and",7152,"11/18/2015","13:19","M","45","English"
"483","14",18,"drum.guitar","drum","guitar","or","or/noun","left","or",2790,"11/18/2015","13:19","M","45","English"
"484","14",19,"carrot.strawberry","strawberry","carrot","noun","or/noun","right","noun",2270,"11/18/2015","13:19","M","45","English"
"485","14",20,"dog.cat","dog","cat","or","and/noun","left","and",3575,"11/18/2015","13:19","M","45","English"
"486","14",21,"bear.sheep","bear","sheep","and","and/or","left","and",4423,"11/18/2015","13:19","M","45","English"
"487","14",22,"plate.fork","plate","fork","or","and/or","right","or",4407,"11/18/2015","13:19","M","45","English"
"488","14",23,"car.bus","car","bus","noun","or/noun","right","noun",2915,"11/18/2015","13:19","M","45","English"
"489","14",24,"necklace.dress","necklace","dress","and","and/or","left","and",2599,"11/18/2015","13:19","M","45","English"
"490","14",25,"cupcake.popsicle","cupcake","popsicle","noun","and/or","left","and",20586,"11/18/2015","13:20","M","45","English"
"491","14",26,"present.party_hat","present","party_hat","or","and/or","right","or",3557,"11/18/2015","13:20","M","45","English"
"492","14",27,"frog.turtle","frog","turtle","or","and/noun","left","and",4706,"11/18/2015","13:20","M","45","English"
"493","14",28,"chicken.duck","duck","chicken","and","and/or","left","and",2462,"11/18/2015","13:20","M","45","English"
"494","14",29,"penguin.fish","fish","penguin","noun","and/or","left","and",13510,"11/18/2015","13:20","M","45","English"
"495","14",30,"shorts.shirt","shorts","shirt","and","or/noun","left","or",2116,"11/18/2015","13:20","M","45","English"
"496","14",31,"tiger.lion","tiger","lion","or","and/or","right","or",2658,"11/18/2015","13:20","M","45","English"
"497","14",32,"clock.lamp","clock","lamp","noun","or/noun","right","noun",2408,"11/18/2015","13:20","M","45","English"
"498","14",33,"house.barn","house","barn","noun","and/or","left","and",11236,"11/18/2015","13:21","M","45","English"
"499","14",34,"comb.toothbrush","toothbrush","comb","and","or/noun","left","or",4900,"11/18/2015","13:21","M","45","English"
"500","14",35,"scissors.paintbrush","paintbrush","scissors","noun","or/noun","right","noun",3466,"11/18/2015","13:21","M","45","English"
"501","14",36,"cake.donut","cake","donut","noun","and/noun","right","noun",2276,"11/18/2015","13:21","M","45","English"
"502","15",1,"giraffe.elephant","elephant","giraffe","or","and/noun","right","noun",7430,"11/17/2015","23:34","M","25","English"
"503","15",2,"drum.guitar","drum","guitar","and","or/noun","left","or",2753,"11/17/2015","23:34","M","25","English"
"504","15",3,"horse.cow","horse","cow","and","and/or","left","and",5587,"11/17/2015","23:34","M","25","English"
"505","15",4,"plate.fork","fork","plate","noun","and/or","right","or",4391,"11/17/2015","23:34","M","25","English"
"506","15",5,"chicken.duck","duck","chicken","and","or/noun","left","or",3428,"11/17/2015","23:35","M","25","English"
"507","15",6,"pig.goat","pig","goat","and","and/or","left","and",3253,"11/17/2015","23:35","M","25","English"
"508","15",7,"hat.mitten","hat","mitten","and","and/noun","left","and",2901,"11/17/2015","23:35","M","25","English"
"509","15",8,"cupcake.popsicle","cupcake","popsicle","noun","and/or","right","or",2169,"11/17/2015","23:35","M","25","English"
"510","15",9,"cookie.pretzel","pretzel","cookie","or","and/noun","right","noun",2140,"11/17/2015","23:35","M","25","English"
"511","15",10,"cup.spoon","cup","spoon","noun","or/noun","right","noun",1758,"11/17/2015","23:35","M","25","English"
"512","15",11,"car.bus","bus","car","or","and/noun","right","noun",2283,"11/17/2015","23:35","M","25","English"
"513","15",12,"purse.watch","watch","purse","or","and/or","right","or",2417,"11/17/2015","23:35","M","25","English"
"514","15",13,"pencil.crayon","crayon","pencil","noun","and/noun","right","noun",2618,"11/17/2015","23:35","M","25","English"
"515","15",14,"bear.sheep","bear","sheep","or","and/or","right","or",2086,"11/17/2015","23:35","M","25","English"
"516","15",15,"carrot.strawberry","carrot","strawberry","noun","and/or","right","or",1823,"11/17/2015","23:35","M","25","English"
"517","15",16,"banana.orange","banana","orange","or","or/noun","right","noun",1655,"11/17/2015","23:35","M","25","English"
"518","15",17,"tiger.lion","tiger","lion","and","or/noun","left","or",3187,"11/17/2015","23:35","M","25","English"
"519","15",18,"comb.toothbrush","comb","toothbrush","noun","and/or","right","or",2332,"11/17/2015","23:35","M","25","English"
"520","15",19,"table.chair","chair","table","and","and/noun","left","and",1750,"11/17/2015","23:35","M","25","English"
"521","15",20,"frog.turtle","frog","turtle","or","and/or","right","or",2200,"11/17/2015","23:35","M","25","English"
"522","15",21,"penguin.fish","penguin","fish","and","or/noun","left","or",1573,"11/17/2015","23:35","M","25","English"
"523","15",22,"house.barn","house","barn","or","or/noun","right","noun",3842,"11/17/2015","23:35","M","25","English"
"524","15",23,"sock.shoe","shoe","sock","and","and/noun","left","and",1607,"11/17/2015","23:36","M","25","English"
"525","15",24,"clock.lamp","clock","lamp","and","and/noun","left","and",1869,"11/17/2015","23:36","M","25","English"
"526","15",25,"present.party_hat","party_hat","present","or","or/noun","right","noun",3075,"11/17/2015","23:36","M","25","English"
"527","15",26,"shorts.shirt","shorts","shirt","or","and/noun","right","noun",2228,"11/17/2015","23:36","M","25","English"
"528","15",27,"butterfly.bee","bee","butterfly","and","and/or","left","and",2676,"11/17/2015","23:36","M","25","English"
"529","15",28,"tree.flower","flower","tree","or","or/noun","right","noun",3128,"11/17/2015","23:36","M","25","English"
"530","15",29,"dog.cat","dog","cat","noun","or/noun","right","noun",1265,"11/17/2015","23:36","M","25","English"
"531","15",30,"cake.donut","donut","cake","noun","and/noun","right","noun",1117,"11/17/2015","23:36","M","25","English"
"532","15",31,"necklace.dress","dress","necklace","or","and/or","right","or",2527,"11/17/2015","23:36","M","25","English"
"533","15",32,"train.firetruck","train","firetruck","noun","and/noun","right","noun",1569,"11/17/2015","23:36","M","25","English"
"534","15",33,"apple.pear","pear","apple","noun","or/noun","right","noun",1246,"11/17/2015","23:36","M","25","English"
"535","15",34,"plane.boat","boat","plane","noun","and/noun","right","noun",11946,"11/17/2015","23:36","M","25","English"
"536","15",35,"bird.monkey","bird","monkey","and","and/or","left","and",3050,"11/17/2015","23:36","M","25","English"
"537","15",36,"scissors.paintbrush","scissors","paintbrush","noun","or/noun","right","noun",1496,"11/17/2015","23:36","M","25","English"
"538","16",1,"plane.boat","plane","boat","noun","or/noun","right","noun",1250,"11/18/2015","10:07","F","25","English"
"539","16",2,"train.firetruck","firetruck","train","or","or/noun","left","or",11465,"11/18/2015","10:07","F","25","English"
"540","16",3,"tree.flower","flower","tree","or","or/noun","left","or",97312,"11/18/2015","10:09","F","25","English"
"541","16",4,"penguin.fish","fish","penguin","or","and/noun","left","and",2368,"11/18/2015","10:09","F","25","English"
"542","16",5,"butterfly.bee","bee","butterfly","noun","or/noun","right","noun",51606,"11/18/2015","10:10","F","25","English"
"543","16",6,"clock.lamp","lamp","clock","and","and/noun","left","and",19085,"11/18/2015","10:10","F","25","English"
"544","16",7,"cookie.pretzel","cookie","pretzel","and","or/noun","left","or",7507,"11/18/2015","10:10","F","25","English"
"545","16",8,"scissors.paintbrush","paintbrush","scissors","noun","and/noun","right","noun",3844,"11/18/2015","10:10","F","25","English"
"546","16",9,"frog.turtle","turtle","frog","and","and/or","left","and",538631,"11/18/2015","10:19","F","25","English"
"547","16",10,"cupcake.popsicle","popsicle","cupcake","or","and/or","right","or",2884,"11/18/2015","10:19","F","25","English"
"548","16",11,"hat.mitten","mitten","hat","and","and/or","left","and",2133,"11/18/2015","10:19","F","25","English"
"549","16",12,"banana.orange","orange","banana","noun","and/or","right","or",24759,"11/18/2015","10:20","F","25","English"
"550","16",13,"horse.cow","cow","horse","noun","and/noun","right","noun",5284,"11/18/2015","10:20","F","25","English"
"551","16",14,"purse.watch","watch","purse","noun","or/noun","right","noun",2242,"11/18/2015","10:20","F","25","English"
"552","16",15,"plate.fork","fork","plate","noun","and/or","right","or",6426,"11/18/2015","10:20","F","25","English"
"553","16",16,"shorts.shirt","shorts","shirt","or","and/or","right","or",25847,"11/18/2015","10:20","F","25","English"
"554","16",17,"table.chair","chair","table","and","or/noun","left","or",1891,"11/18/2015","10:20","F","25","English"
"555","16",18,"bird.monkey","monkey","bird","or","and/noun","left","and",64247,"11/18/2015","10:22","F","25","English"
"556","16",19,"dog.cat","cat","dog","and","and/noun","left","and",67146,"11/18/2015","10:23","F","25","English"
"557","16",20,"present.party_hat","party_hat","present","and","and/noun","left","and",77021,"11/18/2015","10:24","F","25","English"
"558","16",21,"pig.goat","goat","pig","noun","and/noun","right","noun",18092,"11/18/2015","10:24","F","25","English"
"559","16",22,"carrot.strawberry","strawberry","carrot","and","and/or","left","and",1986,"11/18/2015","10:24","F","25","English"
"560","16",23,"car.bus","bus","car","and","or/noun","left","or",2867,"11/18/2015","10:24","F","25","English"
"561","16",24,"comb.toothbrush","toothbrush","comb","noun","and/or","left","and",1876,"11/18/2015","10:24","F","25","English"
"562","16",25,"house.barn","barn","house","or","and/noun","left","and",2789,"11/18/2015","10:25","F","25","English"
"563","16",26,"tiger.lion","tiger","lion","or","and/noun","left","and",1604,"11/18/2015","10:25","F","25","English"
"564","16",27,"cake.donut","donut","cake","noun","or/noun","left","or",1867,"11/18/2015","10:25","F","25","English"
"565","16",28,"bear.sheep","sheep","bear","noun","and/or","right","or",3983,"11/18/2015","10:25","F","25","English"
"566","16",29,"pencil.crayon","pencil","crayon","or","and/or","right","or",2109,"11/18/2015","10:25","F","25","English"
"567","16",30,"chicken.duck","chicken","duck","and","and/or","right","or",871,"11/18/2015","10:25","F","25","English"
"568","16",31,"cup.spoon","spoon","cup","and","and/noun","right","noun",1342,"11/18/2015","10:25","F","25","English"
"569","16",32,"drum.guitar","guitar","drum","or","or/noun","left","or",1692,"11/18/2015","10:25","F","25","English"
"570","16",33,"giraffe.elephant","giraffe","elephant","noun","and/noun","left","and",2030,"11/18/2015","10:25","F","25","English"
"571","16",34,"sock.shoe","sock","shoe","or","and/or","left","and",5184,"11/18/2015","10:25","F","25","English"
"572","16",35,"necklace.dress","necklace","dress","and","or/noun","left","or",3551,"11/18/2015","10:25","F","25","English"
"573","16",36,"apple.pear","apple","pear","or","or/noun","left","or",4614,"11/18/2015","10:25","F","25","English"
"574","17",1,"tree.flower","tree","flower","noun","and/noun","right","noun",5867,"11/18/2015","13:32","F","55","English"
"575","17",2,"dog.cat","dog","cat","or","and/noun","left","and",2801,"11/18/2015","13:32","F","55","English"
"576","17",3,"clock.lamp","clock","lamp","or","and/noun","left","and",2386,"11/18/2015","13:32","F","55","English"
"577","17",4,"hat.mitten","hat","mitten","or","and/or","right","or",6328,"11/18/2015","13:32","F","55","English"
"578","17",5,"necklace.dress","necklace","dress","or","or/noun","left","or",15811,"11/18/2015","13:32","F","55","English"
"579","17",6,"pig.goat","pig","goat","noun","and/or","right","or",6721,"11/18/2015","13:32","F","55","English"
"580","17",7,"frog.turtle","frog","turtle","and","and/noun","left","and",1841,"11/18/2015","13:32","F","55","English"
"581","17",8,"drum.guitar","guitar","drum","and","and/or","left","and",5452,"11/18/2015","13:32","F","55","English"
"582","17",9,"present.party_hat","present","party_hat","noun","and/noun","right","noun",7945,"11/18/2015","13:33","F","55","English"
"583","17",10,"cake.donut","cake","donut","or","and/or","right","or",4970,"11/18/2015","13:33","F","55","English"
"584","17",11,"plate.fork","fork","plate","noun","and/noun","right","noun",2333,"11/18/2015","13:33","F","55","English"
"585","17",12,"scissors.paintbrush","scissors","paintbrush","and","and/or","left","and",2894,"11/18/2015","13:33","F","55","English"
"586","17",13,"purse.watch","purse","watch","noun","or/noun","right","noun",2091,"11/18/2015","13:33","F","55","English"
"587","17",14,"train.firetruck","train","firetruck","and","and/noun","left","and",2370,"11/18/2015","13:33","F","55","English"
"588","17",15,"pencil.crayon","pencil","crayon","noun","and/or","right","or",3266,"11/18/2015","13:33","F","55","English"
"589","17",16,"comb.toothbrush","comb","toothbrush","or","and/or","right","or",4650,"11/18/2015","13:33","F","55","English"
"590","17",17,"cookie.pretzel","pretzel","cookie","and","or/noun","left","or",4483,"11/18/2015","13:33","F","55","English"
"591","17",18,"plane.boat","boat","plane","noun","or/noun","right","noun",6116,"11/18/2015","13:33","F","55","English"
"592","17",19,"penguin.fish","fish","penguin","or","or/noun","left","or",4369,"11/18/2015","13:33","F","55","English"
"593","17",20,"butterfly.bee","bee","butterfly","noun","and/noun","right","noun",2227,"11/18/2015","13:33","F","55","English"
"594","17",21,"bear.sheep","bear","sheep","and","and/noun","left","and",3622,"11/18/2015","13:34","F","55","English"
"595","17",22,"chicken.duck","duck","chicken","and","and/noun","left","and",4501,"11/18/2015","13:34","F","55","English"
"596","17",23,"cupcake.popsicle","popsicle","cupcake","and","and/or","left","and",5823,"11/18/2015","13:34","F","55","English"
"597","17",24,"car.bus","car","bus","or","and/or","right","or",5514,"11/18/2015","13:34","F","55","English"
"598","17",25,"shorts.shirt","shirt","shorts","noun","and/or","right","or",9194,"11/18/2015","13:34","F","55","English"
"599","17",26,"bird.monkey","bird","monkey","noun","or/noun","right","noun",3085,"11/18/2015","13:34","F","55","English"
"600","17",27,"giraffe.elephant","giraffe","elephant","and","or/noun","left","or",2997,"11/18/2015","13:34","F","55","English"
"601","17",28,"carrot.strawberry","strawberry","carrot","or","or/noun","left","or",2385,"11/18/2015","13:34","F","55","English"
"602","17",29,"tiger.lion","lion","tiger","or","or/noun","left","or",2286,"11/18/2015","13:34","F","55","English"
"603","17",30,"cup.spoon","spoon","cup","and","and/or","left","and",2081,"11/18/2015","13:34","F","55","English"
"604","17",31,"sock.shoe","sock","shoe","or","and/noun","left","and",3729,"11/18/2015","13:34","F","55","English"
"605","17",32,"apple.pear","apple","pear","and","or/noun","left","or",2378,"11/18/2015","13:34","F","55","English"
"606","17",33,"banana.orange","orange","banana","and","or/noun","left","or",2891,"11/18/2015","13:35","F","55","English"
"607","17",34,"horse.cow","cow","horse","noun","or/noun","right","noun",3228,"11/18/2015","13:35","F","55","English"
"608","17",35,"table.chair","table","chair","or","and/noun","left","and",2583,"11/18/2015","13:35","F","55","English"
"609","17",36,"house.barn","house","barn","noun","and/or","right","or",6012,"11/18/2015","13:35","F","55","English"
"610","18",1,"clock.lamp","clock","lamp","and","and/or","left","and",10361,"11/18/2015","13:17","F","25","English"
"611","18",2,"banana.orange","orange","banana","noun","and/noun","right","noun",3868,"11/18/2015","13:17","F","25","English"
"612","18",3,"dog.cat","cat","dog","noun","or/noun","right","noun",2279,"11/18/2015","13:17","F","25","English"
"613","18",4,"butterfly.bee","bee","butterfly","and","or/noun","left","or",2396,"11/18/2015","13:17","F","25","English"
"614","18",5,"car.bus","car","bus","or","and/noun","left","and",2459,"11/18/2015","13:17","F","25","English"
"615","18",6,"train.firetruck","train","firetruck","and","and/or","left","and",1877,"11/18/2015","13:17","F","25","English"
"616","18",7,"cupcake.popsicle","cupcake","popsicle","and","and/noun","left","and",2683,"11/18/2015","13:17","F","25","English"
"617","18",8,"scissors.paintbrush","paintbrush","scissors","noun","and/noun","right","noun",2825,"11/18/2015","13:17","F","25","English"
"618","18",9,"table.chair","table","chair","and","and/noun","left","and",2173,"11/18/2015","13:17","F","25","English"
"619","18",10,"comb.toothbrush","comb","toothbrush","noun","and/or","right","or",2859,"11/18/2015","13:17","F","25","English"
"620","18",11,"hat.mitten","mitten","hat","noun","and/noun","right","noun",2624,"11/18/2015","13:17","F","25","English"
"621","18",12,"frog.turtle","turtle","frog","or","and/or","left","and",2086,"11/18/2015","13:17","F","25","English"
"622","18",13,"plane.boat","plane","boat","noun","and/or","right","or",2681,"11/18/2015","13:17","F","25","English"
"623","18",14,"shorts.shirt","shirt","shorts","or","or/noun","left","or",2413,"11/18/2015","13:18","F","25","English"
"624","18",15,"carrot.strawberry","strawberry","carrot","or","and/or","right","or",2693,"11/18/2015","13:18","F","25","English"
"625","18",16,"sock.shoe","shoe","sock","and","or/noun","left","or",2425,"11/18/2015","13:18","F","25","English"
"626","18",17,"chicken.duck","duck","chicken","noun","and/noun","right","noun",1800,"11/18/2015","13:18","F","25","English"
"627","18",18,"pig.goat","goat","pig","and","and/or","left","and",1601,"11/18/2015","13:18","F","25","English"
"628","18",19,"drum.guitar","drum","guitar","or","or/noun","left","or",2428,"11/18/2015","13:18","F","25","English"
"629","18",20,"horse.cow","cow","horse","or","and/noun","left","and",5100,"11/18/2015","13:18","F","25","English"
"630","18",21,"tree.flower","flower","tree","noun","and/or","right","or",3431,"11/18/2015","13:18","F","25","English"
